16:29:23.389 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
17:59:45.247 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_a7a6a6f2-1556-4836-9cfa-d3cf6abc8a37::Commit
17:59:45.247 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_709e646c-4ef4-49d7-a683-2b362086555d::Commit
17:59:45.247 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_e036f047-5a45-424c-9c5a-8eb395ff6aff::Commit
17:59:45.247 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_fe0219c1-da69-4b67-a090-42294224579e::Commit
17:59:45.247 |V| PsiFiles                      | :1                 | OnBatchSucceeded completed
17:59:45.247 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::40ac9980-06d1-418f-9557-e063b59f52db::myParticipantsJob finished
17:59:45.247 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::40ac9980-06d1-418f-9557-e063b59f52db finished
17:59:45.362 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
17:59:45.362 |V| AsyncCommitServiceImpl        | :1                 | Commit for (2pcs)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache]
17:59:45.362 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
17:59:45.362 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
17:59:45.362 |V| SolutionAnalysisIndicatorDefault| DaemonThread:41    | SWEA: Start analyzing changes
17:59:45.362 |V| SolutionAnalysisManager       | DaemonThread:41    | <GetFilesToAnalyze>
17:59:45.362 |V| SolutionAnalysisManager       | DaemonThread:41    | FlushProjectModelChanges: New=0, Modified=1, Removed=0
17:59:45.362 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessDirtyFiles> count=0
17:59:45.362 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessDirtyModules> count=0
17:59:45.362 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessFileImages> 1
17:59:45.362 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessModules> 0
17:59:45.363 |V| SolutionAnalysisManager       | DaemonThread:41    | <ApplyChanges> count=1
17:59:45.364 |V| FileImages                    | DaemonThread:41    | <FileImages.ClearTouched>
17:59:45.365 |V| SolutionAnalysisManager       | DaemonThread:41    | <GetFilesToAnalyze> TotalFilesToReanalyze=1
17:59:45.365 |V| SolutionAnalysisManager       | DaemonThread:41    | <GetFilesToAnalyze> QuickFiles=0 SlowFiles=1
17:59:45.366 |V| SolutionAnalysisServiceImpl   | DaemonThread:41    | Starting invisible analysis of file PlayerControler.cs
17:59:45.366 |V| DaemonProcessBase             | DaemonThread:41    | [Daemon] Daemon process 15916879 started on file c55ae4c7-4de6-1f26-df12-5bf4a531e67f(Assembly-CSharp)-13[.NETFramework,Version=v4.7.1]/d:Assets/d:Behaviours/d:Managment/f:PlayerControler.cs, kind = SOLUTION_ANALYSIS
17:59:45.367 |V| ThreadManagementUnit          | JetPool Manager:12 | Long Tasks: all threads are blocked for 22265. Spawning new thread
17:59:45.367 |V| ThreadManagementUnit          | JetPool Manager:12 | Long Tasks: starting executor JetPool(L) Temp#45
17:59:45.377 |V| JetScheduler                  | JetPool(L) Temp#45:65 | Thread 'JetPool(L) Temp#45' started execution in unit 'Long Tasks'. #allExecutors=4, #freeExecutors=3
17:59:45.455 |V| DaemonProcessBase             | DaemonThread:41    | [Daemon] Daemon process 15916879 finished on file c55ae4c7-4de6-1f26-df12-5bf4a531e67f(Assembly-CSharp)-13[.NETFramework,Version=v4.7.1]/d:Assets/d:Behaviours/d:Managment/f:PlayerControler.cs 
17:59:45.455 |V| SolutionAnalysisServiceImpl   | DaemonThread:41    | Finished analysis of file: c55ae4c7-4de6-1f26-df12-5bf4a531e67f(Assembly-CSharp)-13[.NETFramework,Version=v4.7.1]/d:Assets/d:Behaviours/d:Managment/f:PlayerControler.cs
17:59:45.456 |V| SolutionAnalysisConfiguration | DaemonThread:41    | Completed = True
17:59:45.456 |V| SolutionAnalysisManager       | DaemonThread:41    | <Measured> "SWEA.FullCycle"  time=93ms
17:59:45.456 |V| SolutionAnalysisIndicatorDefault| DaemonThread:41    | SWEA: Analyzing files completed
17:59:50.396 |V| ThreadManagementUnit          | JetPool Manager:12 | Long Tasks: terminating executor JetPool(L) Temp#45
17:59:50.396 |V| ThreadManagementUnit          | JetPool Manager:12 | Long Tasks: terminating executor JetPool(L) Temp#45
17:59:50.396 |V| JetScheduler                  | JetPool(L) Temp#45:65 | Thread 'JetPool(L) Temp#45' finished execution in unit 'Long Tasks'. #AllExecutors=3, #FreeExecutors=3
18:00:27.930 |V|                               | :1                 | ProjectFileImpl.ApplyFileSystemChange: file:<Assembly-CSharp>\Assets\Behaviours\Managment\PlayerControler.cs, delta:OldPath:C:\Users\haris\Documents\GitHub\Kompjuterska-grafika\Main project\Tanks\Assets\Behaviours\Managment\PlayerControler.cs NewPath:C:\Users\haris\Documents\GitHub\Kompjuterska-grafika\Main project\Tanks\Assets\Behaviours\Managment\PlayerControler.cs ChangeType:CHANGED
18:00:27.931 |V| SolutionAnalysisConfiguration | :1                 | Completed = False
18:00:27.931 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:00:27.931 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:00:27.931 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 1
18:00:27.931 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Modified SourceFile <Assembly-CSharp>\Assets\Behaviours\Managment\PlayerControler.cs of type PsiProjectFile ShouldBuildCaches True
18:00:27.932 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:00:27.932 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:00:27.932 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:00:27.932 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:00:27.933 |V| RiderDocumentManagerDocumentFactory| :1                 | ApplyEXTERNALDocumentChange timestamp: 52. Handler: RiderFileSystemDocumentHandler. Moniker: C:\Users\haris\Documents\GitHub\Kompjuterska-grafika\Main project\Tanks\Assets\Behaviours\Managment\PlayerControler.cs
18:00:27.935 |V| AsyncCommitServiceImpl        | CacheJobService:40 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:00:27.935 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:00:27.935 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_863fefc6-631d-4f5b-9ee7-87700b8b7c0c::Commit, no delay
18:00:27.936 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_2d089261-52a6-4f9c-9ffb-1f7c89d8167f::Commit, no delay
18:00:27.936 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_8bffc59b-b194-4e35-860b-8fe97eef465b::Commit, no delay
18:00:27.936 |V| AsyncCommitServiceImpl        | CacheJobService:40 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_c98f8657-db91-46da-9cbb-922cea868543::Commit, no delay
18:00:27.940 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:00:27.940 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:00:27.941 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:00:27.941 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:00:27.942 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:00:27.942 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:00:27.942 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:00:27.942 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:00:27.943 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:00:27.943 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:00:27.944 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:00:27.944 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:00:27.999 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache, no delay
18:00:28.047 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
18:00:28.047 |V| AsyncCommitServiceImpl        | :1                 | Commit for (6pcs)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_863fefc6-631d-4f5b-9ee7-87700b8b7c0c::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_2d089261-52a6-4f9c-9ffb-1f7c89d8167f::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_8bffc59b-b194-4e35-860b-8fe97eef465b::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_c98f8657-db91-46da-9cbb-922cea868543::Commit, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache]
18:00:28.047 |V| PsiFiles                      | :1                 | Commit is started
18:00:28.047 |V| PsiFiles                      | :1                 | Starting batch. Files 0 to 1 of 1
18:00:28.047 |V| PsiFiles                      | :1                 | CommitProcessAsync2::Execute sync=False
18:00:28.047 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::1e44c0c3-2418-420d-be69-0d3f2e25aaf6 started
18:00:28.047 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::1e44c0c3-2418-420d-be69-0d3f2e25aaf6::myPsiJob started
18:00:28.048 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:00:28.048 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:00:28.049 |V| PsiFiles                      | :1                 | CommitProcessAsync2::OnPsiBuilt: NeedCachesUpdate=True
18:00:28.049 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::1e44c0c3-2418-420d-be69-0d3f2e25aaf6::myParticipantsJob started
18:00:28.049 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::1e44c0c3-2418-420d-be69-0d3f2e25aaf6::myPsiJob finished
18:00:28.050 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache, no delay
18:00:28.050 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:00:28.050 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
18:00:28.050 |V| PsiFiles                      | :1                 | CommitProcessAsync2::OnSuccess
18:00:28.050 |V| PsiFiles                      | :1                 | Batch completed. IsFailured=False
18:00:28.050 |V| PsiFiles                      | :1                 | Sync final action
18:00:28.050 |V| PsiFiles                      | :1                 | Commit is finished
18:00:28.050 |V| PsiFiles                      | :1                 | Batch succeeded
18:00:28.050 |V| PsiFiles                      | :1                 | Nothing to start
18:00:28.051 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
18:00:28.051 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MvcControllersProvider_863fefc6-631d-4f5b-9ee7-87700b8b7c0c::Commit
18:00:28.051 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::SourceRoutingAttributesProvider_2d089261-52a6-4f9c-9ffb-1f7c89d8167f::Commit
18:00:28.051 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RoutingConventionsProvider_8bffc59b-b194-4e35-860b-8fe97eef465b::Commit
18:00:28.051 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::MinimalApiDeclarationsProvider_c98f8657-db91-46da-9cbb-922cea868543::Commit
18:00:28.051 |V| PsiFiles                      | :1                 | OnBatchSucceeded completed
18:00:28.051 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::1e44c0c3-2418-420d-be69-0d3f2e25aaf6::myParticipantsJob finished
18:00:28.051 |V| PsiFiles                      | :1                 | CommitProcessAsync2::MapReduce::1e44c0c3-2418-420d-be69-0d3f2e25aaf6 finished
18:00:28.153 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
18:00:28.153 |V| AsyncCommitServiceImpl        | :1                 | Commit for (2pcs)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl, JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::RazorTagHelperCache]
18:00:28.153 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
18:00:28.153 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
18:00:28.153 |V| SolutionAnalysisIndicatorDefault| DaemonThread:41    | SWEA: Start analyzing changes
18:00:28.153 |V| SolutionAnalysisManager       | DaemonThread:41    | <GetFilesToAnalyze>
18:00:28.153 |V| SolutionAnalysisManager       | DaemonThread:41    | FlushProjectModelChanges: New=0, Modified=1, Removed=0
18:00:28.153 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessDirtyFiles> count=0
18:00:28.153 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessDirtyModules> count=0
18:00:28.153 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessFileImages> 1
18:00:28.154 |V| FileImages                    | DaemonThread:41    | <FileImages.ProcessModules> 0
18:00:28.154 |V| SolutionAnalysisManager       | DaemonThread:41    | <ApplyChanges> count=1
18:00:28.154 |V| FileImages                    | DaemonThread:41    | <FileImages.ClearTouched>
18:00:28.155 |V| SolutionAnalysisManager       | DaemonThread:41    | <GetFilesToAnalyze> TotalFilesToReanalyze=1
18:00:28.155 |V| SolutionAnalysisManager       | DaemonThread:41    | <GetFilesToAnalyze> QuickFiles=0 SlowFiles=1
18:00:28.155 |V| SolutionAnalysisServiceImpl   | DaemonThread:41    | Starting invisible analysis of file PlayerControler.cs
18:00:28.155 |V| DaemonProcessBase             | DaemonThread:41    | [Daemon] Daemon process 33900666 started on file c55ae4c7-4de6-1f26-df12-5bf4a531e67f(Assembly-CSharp)-13[.NETFramework,Version=v4.7.1]/d:Assets/d:Behaviours/d:Managment/f:PlayerControler.cs, kind = SOLUTION_ANALYSIS
